Nome: JOAO PESSOA
Codigo Estacao: 82798
Latitude: -7.09527777
Longitude: -34.8486111
Altitude: 9.67
Situacao: Operante
Data Inicial: 2008-01-01
Data Final: 2013-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);VENTO, VELOCIDADE HORARIA(m/s);
2011-01-28;1800;0;29,8;24,7;2,3;
2011-01-29;0000;0;27,4;24,9;2;
2011-01-29;1200;0;29,2;25,5;2,8;
2011-01-29;1800;0;30,2;25,5;3;
2011-01-30;0000;0;27,6;25,1;2,5;
2011-01-30;1200;,4;29,2;25,9;2,8;
2011-01-30;1800;0;30,2;25,5;3;
2011-01-31;0000;0;27,6;25,1;2,5;
2011-01-31;1200;0;28,2;25,9;2,1;
2011-01-31;1800;0;29,8;25,5;3;
2011-02-01;0000;0;27,8;24,7;3;
2011-02-01;1200;0;29,8;25,3;2,6;
2011-02-01;1800;0;30,6;25,1;3;
2011-02-02;0000;0;27,8;24,5;2,6;
2011-02-02;1200;0;29,8;25,3;2,1;
2011-02-02;1800;0;29,8;25,5;2,8;
2011-02-03;0000;0;28;24,7;2;
2011-02-03;1200;3,3;30;25,9;3;
2011-02-03;1800;0;30,4;25,1;3,3;
2011-02-04;0000;0;28,2;24,5;3;
2011-02-04;1200;1;30;25,5;5,3;
2011-02-04;1800;0;30,2;24,9;2,6;
2011-02-05;0000;0;28;24,7;1,6;
2011-02-05;1200;,2;29,8;25,3;2,5;
2011-02-05;1800;0;30,6;25,5;2,6;
2011-02-06;0000;0;28;24,3;2,8;
2011-02-06;1200;0;29,8;25;2,5;
2011-02-06;1800;0;30,2;24,7;3,3;
2011-02-07;0000;0;28;24,3;2,8;
2011-02-07;1200;0;30,2;24,9;2,3;
2011-02-07;1800;0;30,4;25,1;2;
2011-02-08;0000;0;27,6;24,1;2;
2011-02-08;1200;0;30,6;25,1;3,6;
2011-02-08;1800;0;30,4;24,9;3;
2011-02-09;0000;0;27,6;24,5;1,3;
2011-02-09;1200;0;28;25,8;1,3;
2011-02-09;1800;0;30,4;25,5;4,1;
2011-02-10;0000;0;27,8;24,1;2,6;
2011-02-10;1200;0;30;25,7;2,3;
2011-02-10;1800;0;29,8;25,3;3,3;
2011-02-11;0000;0;28;24,7;1,6;
2011-02-11;1200;0;29,8;25,7;3;
2011-02-11;1800;0;30,8;25,9;3,6;
2011-02-12;0000;0;27,8;24,5;1,6;
2011-02-12;1200;1;28,6;25,8;2,6;
2011-02-12;1800;0;30,2;26;3;
2011-02-13;0000;0;27,8;25,2;2;
2011-02-13;1200;52;23;22,4;1,3;
2011-02-13;1800;2;27,8;25,1;1,6;
2011-02-14;0000;0;26,6;25,3;1,3;
2011-02-14;1200;2,6;30;25,7;2;
2011-02-14;1800;0;29,6;25,7;3,1;
2011-02-15;0000;0;27,8;25,1;2,3;
2011-02-15;1200;0;30,2;25,9;2,5;
2011-02-15;1800;7,2;27,8;25,5;3,3;
2011-02-16;0000;0;27,6;24,9;2,1;
2011-02-16;1200;0;30,2;25,5;2,3;
2011-02-16;1800;0;29,8;25,3;2;
2011-02-17;0000;0;27,6;24,1;1,6;
2011-02-17;1200;0;29,2;24,9;2,6;
2011-02-17;1800;0;29,8;24,5;2,3;
2011-02-18;0000;0;27,8;24,3;1,8;
2011-02-18;1200;0;29,2;24,7;1,3;
2011-02-18;1800;0;30,2;25,3;2,8;
2011-02-19;0000;0;28;24,5;1,6;
2011-02-19;1200;,4;29,6;25,3;1,6;
2011-02-19;1800;0;30,2;25,5;2,3;
2011-02-20;0000;0;28,2;25,1;2;
2011-02-20;1200;119,8;24,8;23,7;,7;
2011-02-20;1800;1,6;25,6;24,7;2,8;
2011-02-21;0000;25,4;25,2;24,1;,7;
2011-02-21;1200;1;27,4;25,9;2,6;
2011-02-21;1800;0;30,2;25,9;2,5;
2011-02-22;0000;0;28;25,5;1,6;
2011-02-22;1200;2;29,8;25,9;2;
2011-02-22;1800;0;30;25,7;2,3;
2011-02-23;0000;0;28;25,3;2;
2011-02-23;1200;0;29,8;25,9;2,1;
2011-02-23;1800;0;30;25,3;2,5;
2011-02-24;0000;0;28,2;24,9;1,6;
2011-02-24;1200;0;30;25,6;1,8;
2011-02-24;1800;0;30,2;25,9;1,8;
2011-02-25;0000;0;27,8;25,7;1,8;
2011-02-25;1200;2,4;29,8;25,7;1,8;
2011-02-25;1800;0;30,8;25,9;2;
2011-02-26;0000;0;28,4;25,7;2,1;
2011-02-26;1200;,1;30;25,7;3,1;
2011-02-26;1800;0;29,4;25,5;2,1;
2011-02-27;0000;0;28;24,7;1,1;
2011-02-27;1200;0;28,8;25,7;1,3;
2011-02-27;1800;0;30,2;25,9;1,6;
2011-02-28;0000;0;27,6;23,9;2,6;
2011-02-28;1200;0;29,8;24,3;2,6;
2011-02-28;1800;0;30,2;24,7;3;
2011-03-01;0000;0;27,8;23,7;1,6;
2011-03-01;1200;21,8;26,6;25,3;1;
2011-03-01;1800;0;30;24,9;2,5;
2011-03-02;0000;0;27,8;24,3;1,6;
2011-03-02;1200;0;29,6;25,5;1;
2011-03-02;1800;0;30;25,3;2;
2011-03-03;0000;0;27,8;24,3;1,6;
2011-03-03;1200;0;30;25,5;2;
2011-03-03;1800;0;30;25,9;2,3;
2011-03-04;0000;0;28,4;25,3;2,6;
2011-03-04;1200;2,2;29,8;25,9;3,3;
2011-03-04;1800;0;30,2;25,5;3;
2011-03-05;0000;0;28,2;25,1;1,6;
2011-03-05;1200;0;29,8;25,9;1,5;
2011-03-05;1800;0;30,8;25,1;2,1;
2011-03-06;0000;0;28,4;24,7;1,3;
2011-03-06;1200;0;30;25,9;2,3;
2011-03-06;1800;0;30,4;25,5;2,6;
2011-03-07;0000;0;28,4;25,5;2;
2011-03-07;1200;0;30,6;25,7;2,6;
2011-03-07;1800;0;30,2;25,7;2;
2011-03-08;0000;0;28,4;25,5;1,6;
2011-03-08;1200;1,4;30;26,5;2,3;
2011-03-08;1800;0;31;26,5;3,6;
2011-03-09;0000;0;28,6;24,9;3,3;
2011-03-09;1200;4,4;27,4;25,5;1,3;
2011-03-09;1800;0;28,6;25,7;2;
2011-03-10;0000;0;27,8;25,5;1,6;
2011-03-10;1200;0;30,4;25,9;,6;
2011-03-10;1800;0;30,6;25,3;2,1;
2011-03-11;0000;0;27,8;25,3;1,6;
2011-03-11;1200;2,4;30,2;25,7;2,3;
2011-03-11;1800;0;30,4;25,5;2,3;
2011-03-12;0000;0;28,4;25,7;2,3;
2011-03-12;1200;,7;30,4;25,5;3;
2011-03-12;1800;0;30,2;25,1;2;
2011-03-13;0000;0;28;24,3;1,6;
2011-03-13;1200;0;29,8;24,7;2,3;
2011-03-13;1800;0;30,4;24,5;2,5;
2011-03-14;0000;0;27,8;24,1;1,6;
2011-03-14;1200;0;28,6;25,2;1,3;
2011-03-14;1800;0;30,4;25,3;2,6;
2011-03-15;0000;0;28;24,6;1,3;
2011-03-15;1200;13,8;26,4;25,9;1;
2011-03-15;1800;0;30,8;26,7;1,6;
2011-03-16;0000;0;27,2;25,5;,5;
2011-03-16;1200;0;30;25,9;1,3;
2011-03-16;1800;0;30,6;25,9;2;
2011-03-17;0000;0;28,2;25,1;1,3;
2011-03-17;1200;0;30;25,9;1,3;
2011-03-17;1800;0;31;25,5;3;
2011-03-18;0000;0;28;24,6;1,5;
2011-03-18;1200;0;30,4;25,1;1,3;
2011-03-18;1800;0;30,8;24,9;2,3;
2011-03-19;0000;0;28,2;24,7;1,6;
2011-03-19;1200;0;28,6;25,5;1,3;
2011-03-19;1800;0;30,6;25,6;2;
2011-03-20;0000;0;28;24,3;1,6;
2011-03-20;1200;0;29,4;25,5;1,6;
2011-03-20;1800;0;31;25,9;2;
2011-03-21;0000;0;28,6;25,3;3;
2011-03-21;1200;0;30,2;26,5;2,6;
2011-03-21;1800;0;30,6;25,3;3;
2011-03-22;0000;0;28,2;24,9;1,5;
2011-03-22;1200;0;30,6;25,3;2;
2011-03-22;1800;0;30,8;24,9;1,6;
2011-03-23;0000;0;28,2;24,7;1,3;
2011-03-23;1200;9;29,4;25,8;1,6;
2011-03-23;1800;0;31,2;25,9;2,6;
2011-03-24;0000;0;28,8;25,1;1,5;
2011-03-24;1200;,6;28,8;26,3;3,6;
2011-03-24;1800;,5;30,8;26,9;2,3;
2011-03-25;0000;,2;28,8;25,5;2,3;
2011-03-25;1200;0;29,2;25,9;1,6;
2011-03-25;1800;0;30,4;25,3;2;
2011-03-26;0000;0;28,4;25,5;2;
2011-03-26;1200;,8;28,8;26;1,6;
2011-03-26;1800;0;31,2;26;1,6;
2011-03-27;0000;0;28,4;25,5;1,6;
2011-03-27;1200;0;30,8;26,3;2,6;
2011-03-27;1800;7,4;26,2;25,3;2,6;
2011-03-28;0000;0;28,4;25,7;2;
2011-03-28;1200;0;30,4;25,9;2,3;
2011-03-28;1800;0;31,2;25,9;3;
2011-03-29;0000;0;28,6;25,5;1,6;
2011-03-29;1200;0;30,4;25,9;3;
2011-03-29;1800;0;31;26;3;
2011-03-30;0000;0;28,6;25,1;2,3;
2011-03-30;1200;0;30,2;25,7;2,3;
2011-03-30;1800;0;31;25,7;3;
2011-03-31;0000;0;28,4;25,1;2;
2011-03-31;1200;1;27,6;25,5;1,3;
2011-03-31;1800;8;29,2;26;1,6;
2011-04-01;0000;0;28,2;25,1;1,6;
2011-04-01;1200;0;30,2;25,7;2,3;
2011-04-01;1800;0;31;25,9;3;
2011-04-02;0000;0;28,8;25,7;2;
2011-04-02;1200;0;30,6;26;2,3;
2011-04-02;1800;0;31;25,8;2,1;
2011-04-03;0000;0;28,8;25,7;1,6;
2011-04-03;1200;0;30,8;25,9;2,6;
2011-04-03;1800;0;29,4;25,9;2,6;
2011-04-04;0000;0;28,2;25,3;2,6;
2011-04-04;1200;,2;28,8;25,7;2;
2011-04-04;1800;0;31,4;26,9;2,1;
2011-04-05;0000;0;28,8;25,7;1,8;
2011-04-05;1200;1,4;30,8;26,3;2,3;
2011-04-05;1800;3,8;29;26,1;2;
2011-04-06;0000;0;28,4;25,1;1,6;
2011-04-06;1200;0;30,4;25,1;2;
2011-04-06;1800;0;30,6;24,7;2,8;
2011-04-07;0000;0;28,6;24,9;3,3;
2011-04-07;1200;0;30,6;25,1;3;
2011-04-07;1800;,4;31,2;25,9;4,6;
2011-04-08;0000;0;28,4;25,9;3;
2011-04-08;1200;5,8;25,8;25,5;,5;
2011-04-08;1800;0;30;26,5;2,3;
2011-04-09;0000;,2;27,4;25,7;1,3;
2011-04-09;1200;77,2;25,8;25,1;1,6;
2011-04-09;1800;5,2;27,8;25,7;1,6;
2011-04-10;0000;0;25,2;24,5;1,8;
2011-04-10;1200;0;25,4;24,3;3;
2011-04-10;1800;3,8;25,8;25,4;1,6;
2011-04-11;0000;6;25,4;25;1;
2011-04-11;1200;15,6;27,6;25,9;3;
2011-04-11;1800;3,4;29,4;25,7;4;
2011-04-12;0000;6,8;25;24,5;2,6;
2011-04-12;1200;46;25,2;24,9;,5;
2011-04-12;1800;30,8;25,2;24,9;,3;
2011-04-13;0000;15,2;24;23,8;2,1;
2011-04-13;1200;26;25,8;24,9;,8;
2011-04-13;1800;13,8;29;25,9;2,3;
2011-04-14;0000;0;27,4;24,7;2;
2011-04-14;1200;,2;29,8;25,5;3,8;
2011-04-14;1800;0;30;25,7;3,3;
2011-04-15;0000;,4;25,4;24,7;1,1;
2011-04-15;1200;1;29,8;25,9;2,3;
2011-04-15;1800;0;30,2;25,9;2,6;
2011-04-16;0000;0;26,6;25,3;1,6;
2011-04-16;1200;0;29,8;25,9;3,1;
2011-04-16;1800;0;30,2;25,1;3;
2011-04-17;0000;0;27,8;25,3;2,1;
2011-04-17;1200;,3;28,4;25,9;1,3;
2011-04-17;1800;2,8;29,2;25,9;1,6;
2011-04-18;0000;13;24,8;24,3;1;
2011-04-18;1200;16,6;25,4;25,1;,8;
2011-04-18;1800;11,4;27,8;25,5;2,5;
2011-04-19;0000;1,4;25;24,7;,5;
2011-04-19;1200;12;23,4;23;4;
2011-04-19;1800;15;24,8;23,7;1,3;
2011-04-20;0000;,2;23,8;23,5;,3;
2011-04-20;1200;,1;27,6;25,3;2,1;
2011-04-20;1800;0;27,6;25,3;2,3;
2011-04-21;0000;6;24,8;24,3;1,3;
2011-04-21;1200;22,8;24;23,3;1,3;
2011-04-21;1800;1,4;27,8;25,3;1,6;
2011-04-22;0000;0;24,8;24,3;1,6;
2011-04-22;1200;0;28;25,2;4;
2011-04-22;1800;0;29,2;25,5;3;
2011-04-23;0000;0;27,8;25,3;1,6;
2011-04-23;1200;,4;28,8;26,1;2,6;
2011-04-23;1800;0;28;25,5;3;
2011-04-24;0000;0;27,8;24,9;2,3;
2011-04-24;1200;4,2;24,2;23,7;1,6;
2011-04-24;1800;1,8;29,4;24,7;3,6;
2011-04-25;0000;0;27,4;24,3;1,8;
2011-04-25;1200;0;29,2;25,5;2,6;
2011-04-25;1800;0;28,8;24,3;3;
2011-04-26;0000;0;26,6;23,9;1,6;
2011-04-26;1200;35,2;27,4;25,2;2,3;
2011-04-26;1800;0;30;24,7;3,3;
2011-04-27;0000;0;26,8;24,4;1;
2011-04-27;1200;0;27,2;24,9;2,6;
2011-04-27;1800;0;29,4;25,3;3,6;
2011-04-28;0000;0;26,6;23,3;2,6;
2011-04-28;1200;0;28,6;24,9;2,3;
2011-04-28;1800;0;29,6;25,9;3;
2011-04-29;0000;0;28;25,9;1,3;
2011-04-29;1200;5;27,2;25,9;1,3;
2011-04-29;1800;0;28,8;25,7;1,6;
2011-04-30;0000;1;27;25,7;1,3;
2011-04-30;1200;6,2;26,6;25,8;,5;
2011-04-30;1800;3,5;29,2;25,9;1,5;
2011-05-01;0000;1,2;25,4;24,8;1,6;
2011-05-01;1200;15,4;28;25,9;1,5;
2011-05-01;1800;0;28,6;25,9;2,1;
2011-05-02;0000;0;27;25,7;,7;
2011-05-02;1200;37,8;25,8;25,5;1;
2011-05-02;1800;4;26,6;25,9;1,3;
2011-05-03;0000;3;25,6;25,1;,3;
2011-05-03;1200;21,8;26,4;25,7;,9;
2011-05-03;1800;34,6;25,8;25,3;,8;
2011-05-04;0000;6,4;24,8;24,3;,7;
2011-05-04;1200;10;28,4;26,7;2;
2011-05-04;1800;4,2;26,8;25,1;2;
2011-05-05;0000;3,8;25,4;24,9;,5;
2011-05-05;1200;10,2;29,4;26;2,1;
2011-05-05;1800;,4;29;26,5;2,6;
2011-05-06;0000;4,2;27,6;25,9;2;
2011-05-06;1200;1,6;29,4;25,9;3,6;
2011-05-06;1800;0;29,8;25,1;3,3;
2011-05-07;0000;0;26,2;24,7;2,1;
2011-05-07;1200;0;27,2;24,5;2,3;
2011-05-07;1800;0;27,4;25,1;2,1;
2011-05-08;0000;0;26,4;23,9;2,3;
2011-05-08;1200;0;27,2;24,1;3;
2011-05-08;1800;0;27,8;24,7;3,3;
2011-05-09;0000;0;26,4;23,5;1,6;
2011-05-09;1200;9,2;25,8;24,9;1,3;
2011-05-09;1800;6;26;25,3;,5;
2011-05-10;0000;,4;25,6;24,5;1,3;
2011-05-10;1200;,2;25,8;24,9;2,6;
2011-05-10;1800;,6;29;25,7;3,3;
2011-05-11;0000;,8;25,6;23,7;3,8;
2011-05-11;1200;20,8;26,8;24,7;1,5;
2011-05-11;1800;0;28;24,1;4,1;
2011-05-12;0000;2;25;23,9;1,1;
2011-05-12;1200;0;27,6;24,1;3;
2011-05-12;1800;0;28;23,7;3,3;
2011-05-13;0000;0;26,2;22,2;2,1;
2011-05-13;1200;0;27,6;24;3,3;
2011-05-13;1800;0;29,2;24,5;3,3;
2011-05-14;0000;0;26,2;24,5;2,3;
2011-05-14;1200;1;25;24,1;3,6;
2011-05-14;1800;1,8;28,2;24,5;4,3;
2011-05-15;0000;0;24,4;23,3;3;
2011-05-15;1200;7;24;23,7;2;
2011-05-15;1800;8,8;25,6;24,9;1;
2011-05-16;0000;0;24,4;23,7;1;
2011-05-16;1200;0;27,2;25,1;2,5;
2011-05-16;1800;0;26,4;24,9;2,6;
2011-05-17;0000;0;24,6;23,9;,1;
2011-05-17;1200;0;28;25,3;2,1;
2011-05-17;1800;0;29;25,8;2,5;
2011-05-18;0000;0;27,4;25,5;1,6;
2011-05-18;1200;9,2;28,8;24,9;2,3;
2011-05-18;1800;0;29,2;25,5;4,3;
2011-05-19;0000;0;25,8;24,1;2,6;
2011-05-19;1200;19,8;24,4;23,9;6,3;
2011-05-19;1800;4,6;25,6;24,9;4,1;
2011-05-20;0000;92,4;24;23,7;4;
2011-05-20;1200;68;25,4;24,9;1;
2011-05-20;1800;0;28;24,3;3,3;
2011-05-21;0000;0;27;23,9;3,3;
2011-05-21;1200;1,2;26,8;24,1;3,3;
2011-05-21;1800;0;28,4;23,3;3,3;
2011-05-22;0000;0;26;23;2,3;
2011-05-22;1200;0;27,2;24,3;3,6;
2011-05-22;1800;0;29,4;25,1;3,6;
2011-05-23;0000;0;27,2;24,5;2,5;
2011-05-23;1200;15;25,2;24,1;2;
2011-05-23;1800;0;28,8;24,9;2,1;
2011-05-24;0000;0;26;24,7;1,6;
2011-05-24;1200;16;28,8;25,2;1,6;
2011-05-24;1800;0;29;25,5;3;
2011-05-25;0000;0;26,8;24,8;3,3;
2011-05-25;1200;,4;28,8;25,3;3,3;
2011-05-25;1800;0;29,4;25,8;3;
2011-05-26;0000;3,2;25,8;24,7;3;
2011-05-26;1200;3,8;26,6;24,3;3;
2011-05-26;1800;0;28,4;24,5;4,6;
2011-05-27;0000;1,4;24;22,6;,8;
2011-05-27;1200;0;27,6;24,3;2,8;
2011-05-27;1800;0;29;24,9;4;
2011-05-28;0000;0;27;24,7;2,6;
2011-05-28;1200;,5;27,6;24,5;2,3;
2011-05-28;1800;0;28,4;24,9;3;
2011-05-29;0000;4;25,4;24,9;1,6;
2011-05-29;1200;4,6;26,8;24,7;2,8;
2011-05-29;1800;0;29;24,9;3,8;
2011-05-30;0000;13;25,2;24,9;1,3;
2011-05-30;1200;6,8;29;25,5;3,3;
2011-05-30;1800;0;29;25,3;3;
2011-05-31;0000;,1;25,4;24,1;2,3;
2011-05-31;1200;0;27,6;24,3;4,1;
2011-05-31;1800;0;29,2;24,7;4,1;
2011-06-01;0000;0;26,6;24,1;2,6;
2011-06-01;1200;,4;30;24,7;2,1;
2011-06-01;1800;0;29,2;24,5;2,6;
2011-06-02;0000;0;27,2;23,9;2,3;
2011-06-02;1200;0;29;24,3;2,5;
2011-06-02;1800;1,8;28,4;24,7;3,6;
2011-06-03;0000;0;27;24,5;2,3;
2011-06-03;1200;0;29;24,7;3,6;
2011-06-03;1800;0;28,8;24,9;3,3;
2011-06-04;0000;0;27,4;25,1;2,8;
2011-06-04;1200;42,6;23,2;22,4;1,3;
2011-06-04;1800;0;27,8;24,5;1,1;
2011-06-05;0000;0;24,8;23,3;1,3;
2011-06-05;1200;0;27,2;24,7;,8;
2011-06-05;1800;0;27,8;24,5;3,6;
2011-06-06;0000;0;26,6;24,8;2;
2011-06-06;1200;5;25;24,4;,8;
2011-06-06;1800;0;27;23,7;3;
2011-06-07;0000;,4;25,2;23,9;4,3;
2011-06-07;1200;7;28;24,9;4,6;
2011-06-07;1800;0;28,4;24,3;5,5;
2011-06-08;0000;,4;24;22,8;2;
2011-06-08;1200;,8;24,8;22,8;3,3;
2011-06-08;1800;0;26,4;23;4;
2011-06-09;0000;0;24,6;22,8;1,3;
2011-06-09;1200;0;25,8;23,7;1,6;
2011-06-09;1800;4,8;23,8;23;2;
2011-06-10;0000;,6;24;23,7;,5;
2011-06-10;1200;,2;25,8;23,7;1,3;
2011-06-10;1800;0;28,8;24,7;2,3;
2011-06-11;0000;0;26,2;24,7;2,3;
2011-06-11;1200;1;26,8;25,1;1,6;
2011-06-11;1800;0;29;25,3;3;
2011-06-12;0000;0;26,8;24,9;1,6;
2011-06-12;1200;24,4;27,6;24,5;4,6;
2011-06-12;1800;3,8;28,2;24,1;3,6;
2011-06-13;0000;0;25,2;23,3;1,6;
2011-06-13;1200;0;27,8;22,8;3,3;
2011-06-13;1800;0;28,4;22,4;3;
2011-06-14;0000;0;24,4;21,8;1,6;
2011-06-14;1200;0;25,2;22,3;3,8;
2011-06-14;1800;0;28;23;3,3;
2011-06-15;0000;0;25,8;23,5;2,3;
2011-06-15;1200;0;27,2;23,7;3,6;
2011-06-15;1800;0;28,6;22,8;6;
2011-06-16;0000;0;25,8;23;1,8;
2011-06-16;1200;5,8;24,4;23,9;3,6;
2011-06-16;1800;12;25,2;23,9;3,8;
2011-06-17;0000;11;23,6;23;2;
2011-06-17;1200;2,8;25,4;24,3;1,3;
2011-06-17;1800;0;28,6;24,3;2;
2011-06-18;0000;3;25,6;24,9;2,8;
2011-06-18;1200;1,8;28,2;25,1;3,3;
2011-06-18;1800;0;28,8;25,1;4,1;
2011-06-19;0000;0;26,2;24,9;1,6;
2011-06-19;1200;0;26;24,9;2,3;
2011-06-19;1800;3,4;27,8;24,3;4;
2011-06-20;0000;0;25,2;23;3;
2011-06-20;1200;0;27,4;23,9;3,8;
2011-06-20;1800;0;28,6;23,9;4,8;
2011-06-21;0000;0;25;23;2;
2011-06-21;1200;22,7;24,2;23,9;1;
2011-06-21;1800;1;28,2;25;1,6;
2011-06-22;0000;,1;24,2;23,5;1,6;
2011-06-22;1200;27,8;23,8;23,5;,8;
2011-06-22;1800;,3;27,6;24,4;2,5;
2011-06-23;0000;0;25,6;24,3;2;
2011-06-23;1200;1,5;27,2;25,5;3;
2011-06-23;1800;0;28,8;25,7;4;
2011-06-24;0000;,2;24,6;23,5;3,3;
2011-06-24;1200;0;25,4;22,2;2,5;
2011-06-24;1800;0;27;22,6;2,8;
2011-06-25;0000;0;25,2;22,8;1,6;
2011-06-25;1200;0;25,8;22,6;3;
2011-06-25;1800;0;27,6;24,1;3,3;
2011-06-26;0000;0;24,2;23;2;
2011-06-26;1200;11,8;24,2;22,8;2,3;
2011-06-26;1800;0;28;24,5;2,3;
2011-06-27;0000;0;25,8;23;1,6;
2011-06-27;1200;0;27,6;24,7;2,6;
2011-06-27;1800;7,8;24,8;23,5;,7;
2011-06-28;0000;0;24;23,3;,5;
2011-06-28;1200;0;26,2;24,5;1,8;
2011-06-28;1800;,1;28;24,9;2,8;
2011-06-29;0000;0;26;24,5;2;
2011-06-29;1200;33;22,8;22,2;1;
2011-06-29;1800;2,8;25,8;24,9;,8;
2011-06-30;0000;3;23,4;23,3;1;
2011-06-30;1200;3,6;26;24,5;null;
2011-06-30;1800;0;28,4;23,8;null;
2011-07-01;0000;0;24,6;23;1,6;
2011-07-01;1200;0;27,8;22,2;3,6;
2011-07-01;1800;0;28,4;23,3;4;
2011-07-02;0000;0;25,4;23,3;1,6;
2011-07-02;1200;10,8;23,4;22,8;3;
2011-07-02;1800;7,4;23,6;23;3,3;
2011-07-03;0000;10;23,4;22,8;1,6;
2011-07-03;1200;3,7;25;23,7;3;
2011-07-03;1800;0;27,6;22,8;3,6;
2011-07-04;0000;0;23,8;21,9;1,6;
2011-07-04;1200;0;25,8;23,6;2;
2011-07-04;1800;0;27,8;23,5;3,3;
2011-07-05;0000;0;25,4;23,3;2,3;
2011-07-05;1200;1,6;24,2;23,7;1;
2011-07-05;1800;17,8;24,6;23,9;2,3;
2011-07-06;0000;1;23,4;23;,5;
2011-07-06;1200;0;26,2;24,7;2;
2011-07-06;1800;4;27,6;24,7;1,3;
2011-07-07;0000;5;24,2;23,7;1,3;
2011-07-07;1200;,1;25;24,3;1,6;
2011-07-07;1800;11;27,8;25,1;1,3;
2011-07-08;0000;3,4;23,8;23,5;,8;
2011-07-08;1200;17,8;24,8;24,3;,3;
2011-07-08;1800;,4;28,2;25,3;2,8;
2011-07-09;0000;0;24,6;23,7;1,6;
2011-07-09;1200;0;27,6;24,5;5,3;
2011-07-09;1800;0;28;23,7;3,6;
2011-07-10;0000;,1;26,2;23,5;2,5;
2011-07-10;1200;,8;27,6;24,1;3,5;
2011-07-10;1800;0;27,6;23,9;3,8;
2011-07-11;0000;1;24;22,4;3;
2011-07-11;1200;18,2;24,8;23,8;3;
2011-07-11;1800;4;25;24;2;
2011-07-12;0000;8,8;23,4;22,4;1,6;
2011-07-12;1200;60,6;23,8;23,5;1;
2011-07-12;1800;25;22,6;22,5;2;
2011-07-13;0000;29;23,6;23;1,3;
2011-07-13;1200;2,4;24,6;23,5;1,8;
2011-07-13;1800;0;26,6;22,8;3,3;
2011-07-14;0000;0;23,6;21,8;2;
2011-07-14;1200;,4;27,2;21,6;4,6;
2011-07-14;1800;0;28,4;20,9;3;
2011-07-15;0000;0;23,2;20,6;1,6;
2011-07-15;1200;,2;24,8;23,9;2,6;
2011-07-15;1800;16,4;25;24,5;1,3;
2011-07-16;0000;31,4;23,4;23;1;
2011-07-16;1200;31,8;22,8;22,6;1;
2011-07-16;1800;1,8;25,4;23,9;1,3;
2011-07-17;0000;13,4;23,2;22,8;,5;
2011-07-17;1200;40,2;22;21,8;1,3;
2011-07-17;1800;7;23,4;22,8;4,1;
2011-07-18;0000;,2;22,4;22;2,3;
2011-07-18;1200;,2;24,6;22,8;2,6;
2011-07-18;1800;0;27,4;23,3;4;
2011-07-19;0000;0;24;22,6;1;
2011-07-19;1200;1,4;23,2;22,4;1,1;
2011-07-19;1800;,8;26;23;4;
2011-07-20;0000;0;25;21,6;2,3;
2011-07-20;1200;,2;26;22,9;3;
2011-07-20;1800;0;27,4;22,6;4,5;
2011-07-21;0000;0;23,8;21,7;1,6;
2011-07-21;1200;0;26,4;23;3;
2011-07-21;1800;0;28;23;4,6;
2011-07-22;0000;0;24,8;22,4;3,3;
2011-07-22;1200;0;26,6;23,5;2,8;
2011-07-22;1800;,1;27,4;23,5;6,6;
2011-07-23;0000;,1;24;22,4;1,6;
2011-07-23;1200;0;26,8;22,8;2,5;
2011-07-23;1800;0;28,6;22,4;4;
2011-07-24;0000;0;25,8;22,8;2,3;
2011-07-24;1200;1;27,6;23,3;3,3;
2011-07-24;1800;0;28;22,8;3,3;
2011-07-25;0000;0;25,6;22,2;2,5;
2011-07-25;1200;0;27,6;23,5;5;
2011-07-25;1800;0;27,8;23,3;5,8;
2011-07-26;0000;0;25,6;22,6;3,8;
2011-07-26;1200;,2;27,2;22,7;5;
2011-07-26;1800;0;27,6;22,5;6,1;
2011-07-27;0000;0;23,2;21;1,6;
2011-07-27;1200;14,2;23,6;23;3;
2011-07-27;1800;4,6;26,2;23,3;4,6;
2011-07-28;0000;,1;23,4;22,2;,7;
2011-07-28;1200;0;26;23,5;2,5;
2011-07-28;1800;0;28;23,5;3,3;
2011-07-29;0000;0;25,6;23;3;
2011-07-29;1200;,6;25,2;23,3;2,8;
2011-07-29;1800;0;28,8;23,4;4,6;
2011-07-30;0000;,6;24,2;23;2,8;
2011-07-30;1200;10,6;26,2;24,7;1;
2011-07-30;1800;0;28,2;24,9;2;
2011-07-31;0000;0;25,4;23,5;1,3;
2011-07-31;1200;4,4;24,2;23,7;2,3;
2011-07-31;1800;10,2;25,6;24,3;2;
2011-08-01;0000;0;25,8;24,1;2;
2011-08-01;1200;3,6;26;23,4;2;
2011-08-01;1800;0;28,4;22,5;3,3;
2011-08-02;0000;0;23,8;22,2;1,6;
2011-08-02;1200;0;26,8;23;2,8;
2011-08-02;1800;0;28;23,7;2;
2011-08-03;0000;0;25,2;22,6;2;
2011-08-03;1200;0;27,4;24,1;1,6;
2011-08-03;1800;0;28,4;24,3;2,3;
2011-08-04;0000;0;26,2;23,7;1,3;
2011-08-04;1200;0;27,4;24,4;1,5;
2011-08-04;1800;0;28,6;24,4;2,6;
